OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD
202,3606,13TH ST NW between K ST NW and L ST NW,District of Columbia,2010520398,3606_N,6,999,52,35,5,AM,1203,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,P,106,-77.02962334,38.90197182
203,3707,WISCONSIN AVE NW between Jenifer ST NW and Ingomar ST NW,District of Columbia,2154622864,3707_N,6,683,53,221,8,AM,1920,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,229,P,950,-77.08464406,38.95864458
204,190092,Fairfax County Pkwy from 29-617 Backlick Rd to 29-611 Telegraph Rd,Fairfax County,3420934207,190092_N,7,2303,19,43,11,AM,2806,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,P,423,-77.16563,38.71716
205,190093,Joplin Rd from 76-646 Aden Rd to 76-620 Liming Lane,Prince William County,4005940514,190093_E,4,538,1,17,1,AM,732,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,P,171,-77.43684,38.62965
206,301467,Braddock Rd from 53-659 Gum Spring Rd to Fairfax County Line,Loudoun County,3824938250,301467_E,1,1947,6,19,1,AM,2211,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,237,-77.51915,38.89787
207,302308,"Harrison Rd between 88-639 W, Salem Church Rd; Leavells Rd and 88-1344 Kingswood Blvd; Beauclaire Blvd",Spotsylvania County,5204852052,302308_E,3,1101,2,9,3,AM,1400,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,283,-77.5218,38.26818
208,301471,Evergreen Mills Rd from 53-617 Red Hill Rd; 53-772 to 53-771 The Woods Rd,Loudoun County,3839838168,301471_N,1,540,18,35,11,AM,720,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,116,-77.57382,39.01099
209,301475,Willisville Rd from US 50 John S. Mosby Hwy to Loudoun County Line,Loudoun County,3826538244,301475_N,0,35,2,2,0,AM,63,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,25,-77.84937,38.9883
210,301481,Church Rd from 53-859 WEST;  Ruritan Rd to 53-637 Cascades Pkwy,Loudoun County,3804938309,301481_E,4,1922,27,33,9,AM,2330,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,42,,336,-77.42807,39.00521
211,301482,Church Rd from 53-637 Cascades Pkwy to 53-846 Sterling Blvd N,Loudoun County,3803138201,301482_E,2,943,13,7,2,AM,1071,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,105,-77.41047,39.00779
212,302315,Gordon Rd between 88-674 Chancellor Rd and 88-620 Harrison Rd,Spotsylvania County,5206152111,302315_N,4,1604,6,22,3,AM,1993,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,356,-77.56953,38.27893
213,302317,Smith Station Rd between SR 208 Courthouse Rd and 88-1157 Elk Dr,Spotsylvania County,5200952100,302317_N,1,346,2,15,1,AM,473,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,109,-77.56009,38.24389
214,302319,Mine Rd between US 1 Jefferson Davis Hwy and 88-638 Lansdowne Rd,Spotsylvania County,5208752136,302319_E,1,788,4,20,10,AM,1104,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,282,-77.48521,38.2467
215,301487,Cascades Pkwy from 53-625 Church Rd to 53-1793 Nokes Blvd,Loudoun County,3858138038,301487_N,2,1693,19,111,28,AM,2254,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,139,,402,-77.41088,39.01818
216,301489,Potomac View Rd from SR 7 Harry Byrd Hwy to 53-839 Jefferson Dr; 53-1701 Sugarland Run Dr,Loudoun County,3801038008,301489_N,0,484,7,23,2,AM,614,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,99,-77.38895,39.03082
217,301491,Potomac View Rd from 53-1702 Willow Place to 52-1582 Algonkian Pkwy,Loudoun County,3803938019,301491_N,1,728,21,10,1,AM,850,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,91,-77.37999,39.04559
218,302323,"Salem Church Rd between 88-620 E, Harrison Rd and SR 3 W, Plank Rd",Spotsylvania County,5211352008,302323_N,4,1840,6,20,8,AM,2245,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,28,,368,-77.53232,38.28074
219,301495,Ashburn Rd from 53-647 Stubble Rd to SR 7 Harry F Byrd Hwy,Loudoun County,3850638052,301495_N,1,639,13,3,1,AM,734,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,77,-77.48113,39.05533
220,7008,7TH ST NW between T ST NW and FLORIDA AVE NW,District of Columbia,2034821767,7008_S,6,1131,13,29,9,AM,1283,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,94,-77.02191181,38.91591671
221,7087,CONNECTICUT AVE NW between ALBEMARLE ST NW and APPLETON ST NW,District of Columbia,2075020751,7087_S,6,3789,9,47,20,AM,4027,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,67,,154,-77.06594662,38.94835992
222,1501,INTERSTATE 395  NORTH OF RAMP FROM GW PARKWAY,District of Columbia,2033121386,1501_S,40,13868,72,405,66,AM,15505,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,471,P,1055,-77.03255136,38.87927969
223,7082A,CONSTITUTION AVE NW between 20TH ST NW and 21ST ST NW,District of Columbia,2160120346,7082A_W,4,860,2,7,6,AM,921,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,13,,41,-77.04580687,38.89210111
224,7105,RIGGS RD NE between 1ST ST NE and 1ST PL NE,District of Columbia,2190021501,7105_W,10,2757,46,148,79,AM,3256,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,227,,215,-77.00547325,38.95558023
225,7052,GEORGIA AVE NW between ROCK CREEK FORD RD NW and PEABODY ST NW,District of Columbia,2095120950,7052_S,11,2353,20,134,81,AM,2712,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,215,,113,-77.02794299,38.96206374
226,7044,EAST CAPITOL ST between 58TH ST NE and 60TH ST NE,District of Columbia,2118821686,7044_W,8,4430,29,96,10,AM,4923,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,106,,351,-76.91572415,38.88975937
227,80517,US522 from Warren County Line to US 522 Double Toll Gate,Warren County,5400554006,80517_S,4,1034,22,65,191,AM,1748,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,256,,433,-78.14093,39.05608
228,190086,Franconia Springfield Pkwy from 29-638 Rolling Rd to I-95,Fairfax County,3422935714,190086_W,2,1996,32,28,5,AM,2365,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,33,P,302,-77.19997,38.76457
229,401624,Fairfax County Pkwy from 29-6819 Franklin Farm Rd to 29-608 West Ox Rd,Fairfax County,3524935202,401624_S,4,3367,14,40,10,AM,3832,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,50,,396,-77.39989,38.91609
230,301454,Alcott Way from 53-625 Church Rd; 53-1454 to Fairfax County Line,Loudoun County,3807438393,301454_W,1,504,4,2,1,AM,554,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,44,-77.37952,39.00769
231,301459,Old Ox Rd from SR 28 Sully Rd to 53-605 Rock Hill Rd,Loudoun County,3847438077,301459_W,0,3235,25,110,20,AM,4060,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,130,,669,-77.41743,38.97814
232,302277,Morris Rd between SR 208 Courthouse Rd; 88-738 Parlow Rd and 88-617 Hams Ford Rd,Spotsylvania County,5209152092,302277_W,1,199,3,20,19,AM,344,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,39,,102,-77.5752,38.14285
233,302279,Mudd Tavern Rd between US 1 Jefferson Davis Hwy and I-95,Spotsylvania County,5204552010,302279_W,3,400,4,29,38,AM,670,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,67,,195,-77.51836,38.13296
234,301519,Clarks Gap Rd from SR 9 MID;  Charles Town Pike to 53-665 SOUTH,Loudoun County,3805838120,301519_W,0,748,5,4,0,AM,902,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,146,-77.6093,39.16792
235,301520,"Taylorstown Rd between 53-668 Taylorstown Rd and 53-665 W, Loyalty Rd",Loudoun County,3812338485,301520_W,0,25,3,1,0,AM,39,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1,,11,-77.57679665,39.25493778
236,301522,Loyalty Rd from 53-698 E;  Old Waterford Rd to 53-662 N;  Clover Hill Rd,Loudoun County,3812238121,301522_S,0,200,7,4,2,AM,278,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,66,-77.59935,39.19458
237,301524,Taylorstown Rd from 53-663 Downey Mill Rd to 53-672 W;  Lovettsville Rd,Loudoun County,3853838225,301524_S,1,120,5,5,0,AM,162,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,32,-77.58554,39.26865
238,301525,Harpers Ferry Rd from SR 9 Charles Town Pike to 53-787 Kidwell Rd,Loudoun County,3857538404,301525_S,1,307,7,2,7,AM,408,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,85,-77.73856,39.22771
239,301526,Harpers Ferry Rd from 53-787 Kidwell Rd to 53-687 Sagle Rd,Loudoun County,3823538575,301526_S,1,270,5,4,5,AM,372,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,88,-77.72329,39.25423
240,301530,Lovettsville Rd from 53-667 Yakey; 53-668 Ropp to US 15 James Monroe Hwy,Loudoun County,3819438227,301530_W,0,56,2,4,2,AM,88,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,24,-77.56605,39.28427
241,301531,Irish Corner Rd from 53-690 Mountain rd to 53-853 Long Lane,Loudoun County,3848438096,301531_W,0,80,2,2,0,AM,104,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,20,-77.66887,39.28282
242,301532,Irish Corner Rd from 53-853 Long Lane to 53-852 Georges Mill Rd,Loudoun County,3848438096,301532_W,0,87,2,2,0,AM,109,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,19,-77.66574,39.28589
243,301533,Irish Corner Road/Broad Way W from 53-852 Georges Mill Rd to WCL Lovettsville,Loudoun County,3851838484,301533_W,1,157,7,4,1,AM,215,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,46,-77.65294,39.28551
244,B020097,PASADENA RD-.10 MI W OF MD648H,Anne Arundel County,4553945634,B020097_W,3,559,5,43,8,AM,732,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,51,,114,-76.55772948,39.11098713
245,B0657,MD170-.20 MI N OF MD174,Anne Arundel County,4561745654,B0657_S,11,2249,27,102,25,AM,2802,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,127,,389,-76.68500672,39.13952899
246,B0685,MD177-.10 MI E OF MD648E (BALTO ANNAPOLIS BLVD),Anne Arundel County,4576945626,B0685_W,7,2585,28,124,11,AM,3239,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,135,,486,-76.58228998,39.13373114
247,B0677,MD175-.20 MI S OF MD295,Anne Arundel County,4550245665,B0677_S,10,2223,45,126,18,AM,3013,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,144,,593,-76.75260457,39.13837328
248,B020091,SANDS RD-.10 MI S OF QUEEN ANNE BRIDGE RD,Anne Arundel County,4570545706,B020091_S,1,49,2,6,1,AM,80,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,7,,23,-76.6650751,38.88684156
249,B0694,MD178-.10 MI N OF CEDARCROFT RD,Anne Arundel County,4585645850,B0694_S,0,424,18,61,5,AM,695,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,66,,189,-76.6303474,39.06835919
250,B020056,PINEY ORCHARD PKWY-.10 MI S OF SANDY WALK WAY,Anne Arundel County,4582945828,B020056_S,1,209,0,4,0,AM,246,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,33,-76.72927164,39.06021867
251,B020077,MD2-.10 MI S OF MD253,Anne Arundel County,4587945882,B020077_S,2,2169,1,88,36,AM,2836,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,124,,540,-76.56465749,38.93940813
252,B0843,IS895B-.10 MI N OF MD2,Anne Arundel County,4591745918,B0843_S,5,1669,17,79,16,AM,2046,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,95,,261,-76.61727835,39.20248618
253,B0643,IS195-.30 MI S OF MD170,Anne Arundel County,4567145754,B0643_S,1,2771,248,109,1,AM,3670,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,110,,541,-76.67923382,39.18638923
254,B1334,MD760-.20 MI S OF MD765Q (HG Trueman Rd),Calvert County,4903849039,B1334_S,1,147,2,6,2,AM,178,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,20,-76.43883932,38.37003862
255,B1521,MD31-.20 MI E OF MD831J/UNION BRIDGE RD,Carroll County,4813048041,B1521_W,2,319,10,69,27,AM,574,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,96,,147,-77.10367763,39.54486361
256,B1315,MD261-.50 MI N OF MD263,Calvert County,4908749062,B1315_S,2,466,15,27,3,AM,660,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,149,-76.54445561,38.62226427
257,P0065,MD 2 North of Dowell Rd (ATR#65),Calvert County,4903349034,P0065_S,1,2560,29,160,30,AM,3429,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,190,P,649,-76.45302848,38.35953551
258,B1312,MD231-.40 MI W OF MD2,Calvert County,4901949104,B1312_W,4,1420,27,88,29,AM,1976,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,117,,409,-76.5945428,38.53404193
259,B1549,MD97-.10 MI S OF NICODEMUS RD,Carroll County,4808648131,B1549_S,7,1831,9,150,25,AM,2472,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,175,,452,-76.9964945,39.49082313
260,B1316,MD261-.20 MI S OF MD260,Calvert County,4906849067,B1316_S,1,587,25,27,6,AM,774,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,33,,129,-76.53496752,38.69224955
261,B1305,MD2-.50 MI N OF MD264,Calvert County,4910549024,B1305_S,5,1419,29,164,67,AM,2271,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,231,,588,-76.54624289,38.5021336
262,B1313,MD260-.50 MI E OF MD4,Calvert County,4913245555,B1313_W,5,2069,6,32,9,AM,2507,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,41,,388,-76.64905272,38.75631007
263,631009,Fall Hill Avenue from I-95 to WCL Fredericksburg,Fredericksburg,5053550536,631009_S,3,993,9,12,2,AM,1240,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,222,-77.51108,38.31065
264,631010,Fall Hill Avenue from Jefferson Davis Highway to I-95,Fredericksburg,5053350535,631010_S,2,1177,7,16,0,AM,1424,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,223,-77.4864,38.31667
265,628040,West St from Parker St to SR 7 Broad St,Falls Church,3443534436,628040_S,2,288,18,10,1,AM,374,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,56,-77.18588,38.88999
266,628041,West St from SR 7 Broad St to 110-6767 Great Falls St,Falls Church,3442935928,628041_S,2,230,11,11,1,AM,294,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,40,-77.17803,38.89332
267,627011,Jermantown Rd from US 29 to US 50,City of Fairfax,3468336599,627011_S,3,408,15,13,6,AM,513,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,70,-77.33267,38.85422
268,627013,Jermantown Rd from Copperfield Square to Gainsborough Ct,City of Fairfax,3468436601,627013_S,4,741,34,21,3,AM,887,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,86,-77.32804,38.86068
269,B100039,MCCAIN DR-.10 MI S OF US40,Frederick County,4233642338,B100039_S,3,282,17,34,1,AM,433,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,35,,97,-77.45388805,39.41736073
270,B100010,E. CHURCH ST-.10 MI E OF MD355(ONE WAY EB),Frederick County,4204342324,B100010_E,7,419,6,38,2,AM,592,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,121,-77.40806825,39.41518375
271,B1980,MD144FA-.30 MI E OF FRANKLIN ST,Frederick County,4225142538,B1980_W,9,901,18,92,17,AM,1260,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,109,,224,-77.38960521,39.40819644
272,B100026,W 9TH ST-.10 MI W OF MD355 (ONE WAY),Frederick County,4229642300,B100026_W,3,760,9,20,3,AM,883,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,89,-77.40980795,39.42588885
273,B150108,TOWER OAK S BLVD-.20 MI N OF MONTROSE RD,Montgomery County,2347522645,B150108_S,6,1880,36,118,32,AM,2356,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,150,,286,-77.1514233,39.05792355
274,B160002,MONTGOMERY RD-.10 MI S OF 34TH PL,Prince George's County,2803027261,B160002_S,1,84,3,4,0,AM,96,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,6,-76.92520028,39.04694679
275,B160043,CHERRYWOOD LA-.10 MI S OF MD201,Prince George's County,2632927928,B160043_S,1,1369,18,16,2,AM,1483,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,79,-76.89405805,39.01103092
276,B2894,MD410-.70 MI W OF US29,Montgomery County,2210322102,B2894_W,9,2419,64,73,17,AM,2776,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,90,,196,-77.03540938,38.99449403
277,B2842,MD198-.20 MI W OF US29A,Montgomery County,2253922519,B2842_W,17,2675,24,78,115,AM,3198,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,193,,291,-76.93506809,39.1094955
278,P0055,IS 95 North of Good Luck Rd (ATR#55),Prince George's County,2645126457,P0055_S,15,13782,320,1032,643,AM,18630,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1675,P,2839,-76.87404807,38.97883753
279,B0621,MD2-.20 MI S OF MD170,Anne Arundel County,4570345867,B0621_S,5,1368,16,61,24,AM,1617,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,85,,144,-76.61231863,39.23147936
280,B3210,MD212-.10 MI S OF SARGENT RD,Prince George's County,2603326034,B3210_S,3,2361,36,84,9,AM,2924,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,93,,432,-76.98557834,38.96850523
281,B1520,MD31-.10 MI E OF MD407,Carroll County,4804148039,B1520_W,2,560,11,62,14,AM,793,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,76,,145,-77.1082142,39.51786059
282,B1336,MD2-.40 MI S OF MD760,Calvert County,4903249033,B1336_S,14,2037,13,135,38,AM,2779,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,173,,544,-76.448608,38.36989293
283,B1319,MD263-.50 MI E OF MD2,Calvert County,4905949015,B1319_W,3,677,1,23,4,AM,854,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,147,-76.5983874,38.58820895
284,B3600,MD5-1.0 MI S OF MD235,St Mary's County,4950249644,B3600_S,0,109,8,8,2,AM,171,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,44,-76.36539299,38.10406181
285,B160006,BRIGHTSEAT RD-.20 MI N OF MD202,Prince George's County,2781826189,B160006_S,4,1078,32,42,5,AM,1299,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,139,-76.86021809,38.91926201
286,B3216,MD212-.20 MI S OF IS495,Prince George's County,2602227319,B3216_S,2,1531,26,50,7,AM,1802,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,187,-76.96456694,39.01584928
287,B1309,MD2-.10 MI N OF MD263,Calvert County,4901449015,B1309_S,4,2249,53,173,57,AM,3122,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,230,,587,-76.6079341,38.58628404
288,B080099,WESTERN PKWY-.10 MI N OF MD228,Charles County,4723747238,B080099_S,3,826,30,36,3,AM,1008,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,39,,111,-76.91635745,38.6311301
289,B1736,MD234-.20 MI W OF ST MARYS CO/L,Charles County,4700347010,B1736_W,6,576,9,45,29,AM,851,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,74,,188,-76.84990081,38.40802911
290,B3223,MD214-.30 MI W OF US301,Prince George's County,2718327185,B3223_W,8,2568,58,132,73,AM,3293,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,205,,456,-76.72351692,38.89942028
291,B3234,MD295-.50 MI N OF US50,Prince George's County,2686826924,B3234_S,17,10160,69,176,27,AM,11826,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,203,,1379,-76.93068925,38.9235708
292,B160109,CRITTENDEN ST-.10 MI W OF US1,Prince George's County,2608627512,B160109_W,4,339,8,22,1,AM,458,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,86,-76.9454678,38.94811565
293,B3200,MD208-.10 MI S OF MD500,Prince George's County,2605327346,B3200_S,1,1047,17,47,3,AM,1256,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,50,,142,-76.96065398,38.95504868
294,B2512,US29-.80 MI S OF IS70,Howard County,4404344041,B2512_S,20,11195,72,632,283,AM,14028,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,915,,1828,-76.82386394,39.28479043
295,B2804,MD187-.15 MI S OF IS495,Montgomery County,2230922069,B2804_S,13,5671,31,112,9,AM,6198,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,121,,363,-77.11771325,39.01368262
296,B160003,MUIRKIRK RD-.10 MI W OF ODELL RD,Prince George's County,2631527385,B160003_S,1,1348,19,50,5,AM,1630,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,55,,207,-76.85564031,39.0558446
297,B1735,MD234-.10 MI E OF PENNS HILL RD,Charles County,4700947008,B1735_W,4,464,5,52,25,AM,787,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,77,,238,-76.92729358,38.41970006
298,B1979,MD144FA-.10 MI E OF EAST ST,Frederick County,4225142538,B1979_W,8,714,6,55,13,AM,966,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,68,,171,-77.40334754,39.41370091
299,B0687,MD177-.10 MI W OF MD607,Anne Arundel County,4578245777,B0687_W,0,559,31,70,5,AM,830,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,75,,166,-76.5246907,39.12366134
300,B0717,MD295-.30 MI N OF MD100,Anne Arundel County,4553245505,B0717_S,7,8884,42,229,81,AM,10430,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,310,,1188,-76.72619574,39.17518558
301,B020081,MD2-.10 MI S OF JONES STATION RD,Anne Arundel County,4579245603,B020081_S,3,5708,65,328,93,AM,7391,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,421,,1195,-76.52732843,39.05723321
302,B150044,WOOTTEN PKWY-.10 MI W OF MD189,Montgomery County,2225423249,B150044_W,1,762,5,34,7,AM,971,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,41,,164,-77.17178349,39.07036501
