OBJECTID_1,Join_Count,nearest_metro_distance,TARGET_FID,OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD,X,Y,OBJECTID_12,NAME,State,Jurisdiction,LINE,Year,Parking,Network_Node,WEB_URL
117,1,0.015291765448528,117,117,628016,Little Falls St from SR 7 Broad St to 110-6767 Great Falls St,Falls Church,3442434417.000000000000000,628016_S,2,114,2,4,1,AM,142,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,20,-77.172120000000007,38.885219999999997,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
118,1,0.012561570985105,118,118,628017,Little Falls St from 110-6767 Great Falls St to Arlington CL. -6797,Falls Church,3401634424.000000000000000,628017_S,0,135,2,1,1,AM,159,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,21,-77.169380000000004,38.886969999999998,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
119,1,0.013202309542401,119,119,628006,Great Falls St from US 29 Washington St to Little Falls St,Falls Church,3442434423.000000000000000,628006_S,2,197,0,5,1,AM,230,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,26,-77.170040000000000,38.885460000000002,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
120,1,0.015152262630128,120,120,628007,Great Falls St from Little Falls St to 110-6774 Lincoln Ave,Falls Church,3441634424.000000000000000,628007_S,0,402,2,3,0,AM,443,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,36,-77.171899999999994,38.887830000000001,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
121,1,0.001979680689202,121,121,787480,15th Street from S Hayes St to US 1 Jefferson Davis Hwy,Arlington County,3054030236.000000000000000,787480_W,2,601,21,24,5,AM,729,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,29,,77,-77.058560000000000,38.860199999999999,-77.059571830977589,38.861901568279976,55,Pentagon City,Virginia,Arlington County,"Blue, Yellow",1977,,8054,https://www.wmata.com/rider-guide/stations/pentagon-city.cfm?y=35
122,1,0.017742597713210,122,122,628001,Annandale Rd from SCL Falls Church. 29-649 to US 29 Washington Highway,Falls Church,3442134420.000000000000000,628001_S,1,499,7,15,3,AM,600,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,76,-77.173180000000002,38.879120000000000,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
123,1,0.045331816199556,123,123,627040,Robert Rd from SCL Fairfax to Sager Ave,City of Fairfax,3630134305.000000000000000,627040_S,1,448,2,3,0,AM,481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,26,-77.296740000000000,38.839230000000001,-77.272626990742040,38.877616668570987,35,Vienna/Fairfax-GMU,Virginia,Fairfax County,Orange,1986,Y,8057,https://www.wmata.com/rider-guide/stations/vienna.cfm?y=35
124,1,0.020978617191723,124,124,190073,I395S from Turkeycock Reversible Lane Ramps to WCL Alexandria,Fairfax County,3550935506.000000000000000,190073_S,15,10021,181,249,111,AM,11836,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,360,P,1259,-77.144859999999994,38.813249999999996,-77.129123658738450,38.799376645873643,60,Van Dorn Street,Virginia,Fairfax County,"Blue, Yellow",1991,Y,8046,https://www.wmata.com/rider-guide/stations/van-dorn-st.cfm?y=35
125,1,0.392677111603370,125,125,160001,I95S from 89-630 Courthouse Rd to 89-610 Garrisonville Rd,Stafford County,5109051276.000000000000000,160001_S,13,6292,95,202,783,AM,9031,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,985,P,1645,-77.409360000000007,38.456580000000002,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
126,1,0.713993304843245,126,126,160005,"I95S from 88-606 Mudd Tavern Rd to US 1, US 17 Jefferson Davis Hwy",Spotsylvania County,5204152046.000000000000000,160005_S,9,4500,85,121,874,AM,6614,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,995,P,1024,-77.508369999999999,38.138730000000002,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
127,1,0.207220407848013,127,127,190013,I95S from SR 234 Dumfries Rd to 76-784 Dale Blvd,Prince William County,4032540329.000000000000000,190013_S,28,8530,92,129,673,AM,11179,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,802,P,1727,-77.304760000000002,38.610619999999997,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
128,1,0.710799682507534,128,128,60164,"I95N from 88-606 Mudd Tavern Rd to US 1, US 17, Ramp I-95 N126A",Spotsylvania County,5201152007.000000000000000,60164_N,17,4733,81,118,813,AM,7073,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,931,P,1311,-77.506519999999995,38.141359999999999,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
129,1,0.393134141704093,129,129,60166,I95N from 89-630 Courthouse Rd to 89-610 Garrisonville Rd,Stafford County,5127751089.000000000000000,60166_N,14,7677,63,118,491,AM,10219,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,609,P,1856,-77.407480000000007,38.454549999999998,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
130,1,0.216063196930279,130,130,90305,I95N from SR 234 Dumfries Rd to 76-784 Dale Blvd,Prince William County,4004940328.000000000000000,90305_N,20,9657,53,141,627,AM,12665,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,768,P,2167,-77.310599999999994,38.603980000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
131,1,0.040832132795205,131,131,190057,"I495S from I-95, I-395 to 29-620 Braddock Rd",Fairfax County,3559235596.000000000000000,190057_S,34,15486,161,421,427,AM,19328,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,848,P,2799,-77.195089999999993,38.797220000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
132,1,0.042993795039384,132,132,90138,"I495N from I-95, I-395 to 29-620 Braddock Rd",Fairfax County,3559935595.000000000000000,90138_N,23,15791,102,438,407,AM,19289,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,845,P,2528,-77.197280000000006,38.798160000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
133,1,0.007712215787336,133,133,190029,I66W from SR 120 Glebe Rd to US 29 Lee Hwy Cherrydale,Arlington County,3037230373.000000000000000,190029_W,11,7498,91,30,2,AM,8281,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,P,649,-77.107119999999995,38.890079999999998,-77.103513253414945,38.883263135050441,48,Virginia Square-GMU,Virginia,Arlington County,"Orange, Silver",1979,,8062,https://www.wmata.com/rider-guide/stations/virginia-sq.cfm?y=35
134,1,0.488008444593128,134,134,190046,I66W from BUS US 17 to SR 245,Fauquier County,5305753036.000000000000000,190046_W,5,1318,26,63,180,AM,2097,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,243,P,506,-77.819739999999996,38.857950000000002,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
135,1,0.488070640743446,135,135,70120,I66E from US 17 Winchester Rd to SR 245,Fauquier County,5306553058.000000000000000,70120_E,15,3165,19,62,241,AM,4578,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,303,P,1075,-77.819699999999997,38.857399999999998,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
136,1,0.514565153575613,136,136,B1326,MD265-.50 MI S OF MD264,Calvert County,4904849047.000000000000000,B1326_S,1,70,1,7,3,AM,105,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,25,-76.547445229999994,38.464016829999998,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
137,1,0.610809323537734,137,137,B060085,YORK ST-.10 MI N OF MD30,Carroll County,4809348061.000000000000000,B060085_S,1,617,13,67,4,AM,851,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,150,-76.883250720000007,39.662200499999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
138,1,0.246241078534574,138,138,B060064,MD808A-.10 MI N OF E. RIDGEVILLE RD,Carroll County,4802448001.000000000000000,B060064_S,2,749,4,46,2,AM,1004,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,48,,203,-77.165333450000006,39.366234290000001,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
139,1,0.234721217249793,139,139,B1311,MD4-.20 MI S OF MD260 STRUC #4030,Calvert County,4555549000.000000000000000,B1311_S,4,1190,16,72,35,AM,1602,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,107,,287,-76.656746119999994,38.759826599999997,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
140,1,0.337429715719020,140,140,B1340,MD2-.10 MI N OF MD4 (Sunderland),Calvert County,4910049058.000000000000000,B1340_S,2,907,27,62,36,AM,1258,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,98,,224,-76.605948560000002,38.662025170000000,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
141,1,0.012479643485005,141,141,B160017,MANCHESTER DR-.10 MI W OF MD5,Prince George's County,2771527714.000000000000000,B160017_W,1,67,1,3,0,AM,85,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,15,-76.917103810000000,38.815446899999998,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
142,1,0.141236978135813,142,142,B160018,LIVINGSTON RD-.10 MI N OF FARMINGTON RD,Prince George's County,2758126826.000000000000000,B160018_S,2,300,1,9,3,AM,362,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,49,-76.980279039999999,38.689434839999997,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
143,1,0.259871226214890,143,143,B2545,MD103-.20 MI S OF OLD COLUMBIA PIKE,Howard County,4430944247.000000000000000,B2545_S,2,1788,29,51,7,AM,2073,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,58,,198,-76.817590659999993,39.253621979999998,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
144,1,0.145609624442135,144,144,B130060,GORMAN RD-.10 MI W OF LEISHEAR RD,Howard County,4413344287.000000000000000,B130060_W,1,219,4,7,1,AM,309,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,79,-76.872282979999994,39.151509150000003,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
145,1,0.164001823318681,145,145,B130064,MD732R (DORSEY RUN RD)-.05 MI N OF HENKELS LA,Howard County,4427944280.000000000000000,B130064_S,4,2143,32,155,44,AM,2695,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,199,,318,-76.795468869999993,39.127395100000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
146,1,0.020970303608159,146,146,B3235,MD295-.20 MI N OF MD202,Prince George's County,2687226866.000000000000000,B3235_S,8,9972,62,164,51,AM,11386,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,215,,1130,-76.915112669999999,38.937590669999999,-76.916641910649275,38.916676199689199,19,Cheverly,Maryland,Prince George's County,Orange,1978,Y,8078,https://www.wmata.com/rider-guide/stations/cheverly.cfm?y=35
147,1,0.278759627822779,147,147,B2573,US40-.60 MI E OF IS70,Howard County,4404944179.000000000000000,B2573_W,2,592,4,25,7,AM,725,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,,97,-76.905317760000003,39.297799720000000,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
148,1,0.020827171874680,148,148,B3212,MD212-.10 MI N OF MD410,Prince George's County,2733026031.000000000000000,B3212_S,12,4242,34,103,11,AM,5018,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,114,,618,-76.979281619999995,38.973541519999998,-76.969634527745896,38.955083332010695,13,West Hyattsville,Maryland,Prince George's County,"Green, Yellow",1993,Y,8030,https://www.wmata.com/rider-guide/stations/west-hyattsville.cfm?y=35
149,1,0.007148205723842,149,149,B3343,MD214-.10 MI W OF MD332,Prince George's County,2620227843.000000000000000,B3343_W,4,5172,31,146,11,AM,5844,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,157,,482,-76.901260609999994,38.886772440000001,-76.894112409533477,38.886763394058143,15,Addison Road-Seat Pleasant,Maryland,Prince George's County,"Blue, Orange, Silver",1980,Y,8083,https://www.wmata.com/rider-guide/stations/addison-rd.cfm?y=35
150,1,0.042577297571851,150,150,B150016,MONTROSE RD-.10 MI E OF MD189,Montgomery County,2227722197.000000000000000,B150016_W,0,473,6,37,10,AM,643,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,118,-77.177632399999993,39.055659499999997,-77.146145376519499,39.084319466496197,38,Rockville,Maryland,Montgomery County,Red,1984,Y,8002,https://www.wmata.com/rider-guide/stations/rockville.cfm?y=35
151,1,0.140153157795750,151,151,B3253,MD373-.10 MI E OF MD210,Prince George's County,2757826831.000000000000000,B3253_W,3,535,4,28,3,AM,656,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,31,,84,-77.009891620000005,38.669948210000001,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
152,1,0.014358922714101,152,152,B3178,MD201-.10 MI S OF MD295,Prince George's County,2612426143.000000000000000,B3178_S,4,1958,88,300,55,AM,2910,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,355,,507,-76.928087300000001,38.925346939999997,-76.916641910649275,38.916676199689199,19,Cheverly,Maryland,Prince George's County,Orange,1978,Y,8078,https://www.wmata.com/rider-guide/stations/cheverly.cfm?y=35
153,1,0.104561053367334,153,153,B160115,MD198-.20 MI W OF MD216 (ONE WAY COUPLET WB - EB SEE B3357),Prince George's County,2694626278.000000000000000,B160115_W,2,2591,24,134,53,AM,3143,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,187,,340,-76.859417280000002,39.102033259999999,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
154,1,0.135918187821180,154,154,B160009,FARMINGTON RD-.10 MI E OF MD210,Prince George's County,2757926828.000000000000000,B160009_W,1,131,2,7,8,AM,183,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,35,-76.993389960000002,38.685453629999998,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
155,1,0.022089935166918,155,155,B3331,MD4-.30 MI N OF MD458,Prince George's County,2788326540.000000000000000,B3331_S,0,1217,26,50,7,AM,1507,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,207,-76.913888170000007,38.856307930000000,-76.932301776345753,38.844105293165477,72,Suitland,Maryland,Prince George's County,Green,2001,Y,8044,https://www.wmata.com/rider-guide/stations/suitland.cfm?y=35
156,1,0.046740392015884,156,156,B160019,LIVINGSTON RD-.10 MI S OF ST BARNABAS RD,Prince George's County,2770227703.000000000000000,B160019_S,2,281,0,19,3,AM,358,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,53,-76.984715530000003,38.794937810000000,-76.975407706769488,38.840742052744829,30,Southern Avenue,Maryland,Prince George's County,Green,2001,Y,8042,https://www.wmata.com/rider-guide/stations/smithsonian.cfm?y=35
157,1,0.530897397265177,157,157,B3620,MD234-.20 MI W OF MD242,St Mary's County,4954049560.000000000000000,B3620_W,4,281,5,50,15,AM,472,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,65,,117,-76.730656749999994,38.328053089999997,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
158,1,0.022234497532614,158,158,B3260,MD410-.10 MI W OF MD650,Montgomery County,2601426012.000000000000000,B3260_W,3,1152,28,67,25,AM,1394,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,92,,121,-76.995994069999995,38.975779189999997,-77.018226683704611,38.976068595367870,5,Takoma,District of Columbia,District of Columbia,Red,1978,,8022,https://www.wmata.com/rider-guide/stations/takoma.cfm?y=35
159,1,0.497993486883852,159,159,B1325,MD264-.20 MI S OF MD2,Calvert County,4902449050.000000000000000,B1325_S,0,118,15,17,6,AM,236,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,80,-76.538420450000004,38.497899760000003,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
160,1,0.028912987681137,160,160,B2786,MD182-.10 MI S BONIFANT RD,Montgomery County,2253522667.000000000000000,B2786_S,7,3388,36,136,28,AM,4116,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,164,,521,-77.044542649999997,39.089218969999997,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
161,1,0.002899378670459,161,161,B2784,MD182-.10 MI N OF MD97,Montgomery County,2336322580.000000000000000,B2784_S,12,1674,27,45,9,AM,1973,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,207,-77.050739379999996,39.061664190000002,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
162,1,0.165058102137896,162,162,B2772,MD121-.20 MI S OF IS270,Montgomery County,2274022794.000000000000000,B2772_S,5,647,13,68,17,AM,980,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,85,,231,-77.287592320000002,39.229959659999999,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
163,1,0.134088430861769,163,163,B2766,MD118-.50 MI N OF MD28,Montgomery County,2314023146.000000000000000,B2766_S,2,727,2,35,3,AM,857,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,89,-77.298539689999998,39.116402010000002,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
164,1,0.223441206730012,164,164,B080111,MD5-.10 MI S OF RENNER RD,Charles County,4705147102.000000000000000,B080111_S,5,1477,24,124,37,AM,1991,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,161,,325,-76.874601760000004,38.606685089999999,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
165,1,0.462670715467629,165,165,B1306,MD2-.50 MI N OF MD506,Calvert County,4902049021.000000000000000,B1306_S,6,1442,26,141,62,AM,2190,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,203,,515,-76.569272900000001,38.516379290000003,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
166,1,0.176190437716669,166,166,B020079,IS595-.10 MI E OF STRUC #2027 PATUXENT RIVER RD,Anne Arundel County,4551527142.000000000000000,B020079_W,12,9556,89,413,259,AM,11983,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,672,,1654,-76.677298350000001,38.956004059999998,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
167,1,0.267588799813606,167,167,B020096,GAMBRILLS RD-.10 MI S OF NEW CUT RD,Anne Arundel County,4565345826.000000000000000,B020096_S,1,495,4,18,4,AM,627,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,107,-76.654057230000006,39.103103900000001,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
168,1,0.465102686344931,168,168,B060095,MD140-.10 MI N OF BALTIMORE CO/L,Carroll County,4802948030.000000000000000,B060095_S,5,4302,22,280,108,AM,5578,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,388,,861,-76.870671619999996,39.489376360000001,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
169,1,0.498933228603768,169,169,B1304,MD2-.10 MI S OF MD264,Calvert County,4902449025.000000000000000,B1304_S,6,1371,24,180,55,AM,2142,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,235,,508,-76.535663999999997,38.499623720000002,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
170,1,0.069554455716678,170,170,B150052,IS495-.10 MI E OF STRUC #15105(PERSIMMON TREE RD),Montgomery County,2219222186.000000000000000,B150052_W,35,18541,241,674,441,AM,22852,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1115,,2922,-77.170845049999997,38.981966900000003,-77.210083644408158,38.924537334051848,90,McLean,Virginia,Fairfax County,Silver,2014,,8087,https://www.wmata.com/rider-guide/stations/mclean.cfm?y=35
171,1,0.311689914781264,171,171,B020080,MD100-.30 MI E OF MD3BU,Anne Arundel County,4585945681.000000000000000,B020080_W,20,4729,20,180,31,AM,5970,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,211,,991,-76.627681690000003,39.141400720000000,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
